product_id,sku_id,referencia,ean,nombre,marca,descripcion,link_texto,url_producto,categoria_id,categoria_nombre,categoria_id_vtex,precio_normal,precio_oferta,precio_unitario,descuento_pct,tiene_descuento,disponible,moneda,colecciones,num_colecciones,imagen_url,fecha_extraccion
5382,5248,20063486,7753749002059,Agua Mineral SAN MATEO Sin Gas Bidón 7L,SAN MATEO,,agua-mineral-san-mateo-sin-gas-bidon-7l,https://www.plazavea.com.pe/agua-mineral-san-mateo-sin-gas-bidon-7l/p,6,Aguas,951,8.5,8.3,,2.4,True,True,PEN,Ofertas Oh! | Vive el verano | Carrusel Bebidas | Plaza Vea | Mix Bebidas | Promoción Corona Tropical,25,https://plazavea.vteximg.com.br/arquivos/ids/312658/20063486.jpg?v=637219605227630000,2026-05-03 20:10
5280,5493,945088,7750182000925,Agua de Mesa SAN LUIS Sin Gas Bidón 7L,SAN LUIS,,agua-de-mesa-san-luis-sin-gas-bidon-7l,https://www.plazavea.com.pe/agua-de-mesa-san-luis-sin-gas-bidon-7l/p,6,Aguas,950,6.9,6.5,,5.8,True,True,PEN,Ofertas Oh! | Gana con Inca Kola | Promoción Qatar Coca Cola | SAN LUIS | The Coca Cola Company,14,https://plazavea.vteximg.com.br/arquivos/ids/29320807/945088.jpg?v=638591621544130000,2026-05-03 20:10
5158,5304,3936,,Agua SAN LUIS sin Gas Caja 20L,SAN LUIS,,agua-de-mesa-san-luis-sin-gas-caja-20l,https://www.plazavea.com.pe/agua-de-mesa-san-luis-sin-gas-caja-20l/p,6,Aguas,950,23.2,22.9,,1.3,True,True,PEN,Ofertas Oh! | Recicla Consciente | Gana con Inca Kola | Promoción Qatar Coca Cola | SAN LUIS,29,https://plazavea.vteximg.com.br/arquivos/ids/29320804/3936.jpg?v=638591621402870000,2026-05-03 20:10
5004,5530,20039976,,Agua sin Gas CIELO Caja 20L,CIELO,,agua-de-mesa-cielo-sin-gas-caja-20l,https://www.plazavea.com.pe/agua-de-mesa-cielo-sin-gas-caja-20l/p,6,Aguas,950,23.5,23.5,,,False,True,PEN,Ofertas Oh! | Mix Bebidas | Los Precios Bajos en Bebidas están aquí | Lo mejor de la Semana | Disfruta la Final en casa,18,https://plazavea.vteximg.com.br/arquivos/ids/29322628/20039976.jpg?v=638593275411700000,2026-05-03 20:10
4839,5101,118275,,Agua sin Gas CIELO Bidón 7L,CIELO,,agua-de-mesa-cielo-sin-gas-bidon-7l,https://www.plazavea.com.pe/agua-de-mesa-cielo-sin-gas-bidon-7l/p,6,Aguas,950,6.9,5.8,,15.9,True,True,PEN,Ofertas Oh! | Con estos precios celebras todos los días | Disfruta la Final en casa | plazaVea | Bebidas | Alienta con Precios Bajos,22,https://plazavea.vteximg.com.br/arquivos/ids/29322627/118275.jpg?v=638593275364030000,2026-05-03 20:10
100125864,10221438,20237588,7750670008105,Agua sin Gas CIELO Botella 2.5L Paquete 6un,CIELO,,agua-sin-gas-cielo-botella-2-5l-paquete-6un,https://www.plazavea.com.pe/agua-sin-gas-cielo-botella-2-5l-paquete-6un/p,6,Aguas,950,16.2,14.5,,10.5,True,True,PEN,Aguas Formatos Grandes | Verano Refrescante | Rotados Bebidas | plazaVea | plazaVea | HP 14.07 | plazaVea | Bebidas del  14.07 al 17.07,6,https://plazavea.vteximg.com.br/arquivos/ids/29322649/20237588.jpg?v=638593276466800000,2026-05-03 20:10
50307,51324,20173636,,Agua de Mesa SAN CARLOS sin Gas Botella 500ml Paquete 20un,SAN CARLOS,,agua-de-mesa-san-carlos-sin-gas-botella-500ml-paquete-20un,https://www.plazavea.com.pe/agua-de-mesa-san-carlos-sin-gas-botella-500ml-paquete-20un/p,6,Aguas,950,14.5,13.4,,7.6,True,True,PEN,Delivery Express | Especial de Parrillas | plazaVea | Un Refrescante Verano | Aguas Formatos Grandes | Verano Refrescante,16,https://plazavea.vteximg.com.br/arquivos/ids/494235/20173636.jpg?v=637401924506630000,2026-05-03 20:10
5745,5511,968063,7753749002295,Agua Mineral SAN MATEO Sin Gas Botella 2.5L,SAN MATEO,,agua-mineral-san-mateo-sin-gas-botella-2-5l,https://www.plazavea.com.pe/agua-mineral-san-mateo-sin-gas-botella-2-5l/p,6,Aguas,951,3.3,3.3,,,False,True,PEN,Delivery Express | Colección FOOD Express | Verano Super Fresco | Promoción Corona Tropical | Agora club,8,https://plazavea.vteximg.com.br/arquivos/ids/312673/968063.jpg?v=637219605292870000,2026-05-03 20:10
5566,5648,131527,,Agua Mineral SAN LUIS Con Gas Botella 625ml Paquete 6un,SAN LUIS,,agua-de-mesa-san-luis-con-gas-paquete-6un-botella-625ml,https://www.plazavea.com.pe/agua-de-mesa-san-luis-con-gas-paquete-6un-botella-625ml/p,6,Aguas,950,8.5,8.5,,,False,True,PEN,Delivery Express | Gana con Inca Kola | Promoción Qatar Coca Cola | SAN LUIS | The Coca Cola Company,8,https://plazavea.vteximg.com.br/arquivos/ids/29320805/131527.jpg?v=638591621458930000,2026-05-03 20:10
5370,5298,31591,,Agua Mineral SAN MATEO Con Gas Botella 600ml Paquete 6un,SAN MATEO,,agua-mineral-san-mateo-con-gas-paquete-6un-botella-600ml,https://www.plazavea.com.pe/agua-mineral-san-mateo-con-gas-paquete-6un-botella-600ml/p,6,Aguas,951,11.2,9.2,,17.9,True,True,PEN,Delivery Express | DIPTICO VERANO FRESCO | Promoción Corona Tropical | Ofertas de Verano | Plaza Vea | plazaVea | Mundo Bebidas,5,https://plazavea.vteximg.com.br/arquivos/ids/4846494/31591.jpg?v=637764896846730000,2026-05-03 20:10
5152,5299,31592,,Agua Mineral SAN MATEO sin Gas Botella 600ml Paquete 6un,SAN MATEO,,agua-mineral-san-mateo-sin-gas-paquete-6un-botella-600ml,https://www.plazavea.com.pe/agua-mineral-san-mateo-sin-gas-paquete-6un-botella-600ml/p,6,Aguas,951,9.5,9.2,,3.2,True,True,PEN,Delivery Express | DIPTICO VERANO FRESCO | Promoción Corona Tropical | Ofertas de Verano | Plaza Vea,4,https://plazavea.vteximg.com.br/arquivos/ids/34331932/31592.jpg?v=639124909192570000,2026-05-03 20:10
4993,4995,20077910,,Agua Mineral SAN MATEO Con Gas Botella 1.5L,SAN MATEO,,agua-mineral-san-mateo-con-gas-botella-1-5l,https://www.plazavea.com.pe/agua-mineral-san-mateo-con-gas-botella-1-5l/p,6,Aguas,951,2.5,2.5,,,False,True,PEN,Delivery Express | Colección FOOD Express | Promoción Corona Tropical,3,https://plazavea.vteximg.com.br/arquivos/ids/16380953/20077910.jpg?v=637970147762870000,2026-05-03 20:10
101952061,12300855,20571521,,Agua sin Gas SAN LUIS Botella 3L Paquete 6un,SAN LUIS,,agua-sin-gas-san-luis-botella-3l-paquete-6un-20571521,https://www.plazavea.com.pe/agua-sin-gas-san-luis-botella-3l-paquete-6un-20571521/p,6,Aguas,950,16.9,15.9,,5.9,True,True,PEN,plazaVea | Novedades | 2026,1,https://plazavea.vteximg.com.br/arquivos/ids/34478046/20571521.jpg?v=639130848972500000,2026-05-03 20:10
101519668,11895262,20505658,7750182008730,Agua con Gas SAN LUIS Sabor a Manzana Botella 1.5L,SAN LUIS,,agua-con-gas-san-luis-sabor-a-manzana-botella-1-5l-20505658,https://www.plazavea.com.pe/agua-con-gas-san-luis-sabor-a-manzana-botella-1-5l-20505658/p,6,Aguas,953,4.0,4.0,,,False,True,PEN,,0,https://plazavea.vteximg.com.br/arquivos/ids/34308364/20505658.jpg?v=639124029698930000,2026-05-03 20:10
101508855,11884094,20505660,7750670020893,Agua con Gas CIELO Sabor a Manzana Botella 600ml,CIELO,,agua-con-gas-cielo-sabor-a-manzana-botella-600ml,https://www.plazavea.com.pe/agua-con-gas-cielo-sabor-a-manzana-botella-600ml/p,6,Aguas,953,1.9,1.7,,10.5,True,True,PEN,,0,https://plazavea.vteximg.com.br/arquivos/ids/31662022/20505660.jpg?v=638875063373270000,2026-05-03 20:10
