product_id,sku_id,referencia,ean,nombre,marca,descripcion,link_texto,url_producto,categoria_id,categoria_nombre,categoria_id_vtex,precio_normal,precio_oferta,precio_unitario,descuento_pct,tiene_descuento,disponible,moneda,colecciones,num_colecciones,imagen_url,fecha_extraccion,vendedor,precio_cmr,patrocinado
152765278,152765280,,,Prosciutto Di Parma Villani Empaque 100 g,VILLANI,Empaque 100 g,https://www.tottus.com.pe/tottus-pe/articulo/152765278/prosciutto-di-parma-villani-empaque-100-g/152765280,https://www.tottus.com.pe/tottus-pe/articulo/152765278/prosciutto-di-parma-villani-empaque-100-g/152765280,CATG10116,Italia,J0501013706,51.5,51.5,51.5,,False,True,PEN,,0,"https://media.tottus.com.pe/tottusPE/43643282_1/width=240,height=240,quality=70,format=webp,fit=pad",2026-05-03 20:31,Por TOTTUS,,False
152765271,152765272,,,Prosciutto Culatello Villani Empaque 90 g,VILLANI,Empaque 90 g,https://www.tottus.com.pe/tottus-pe/articulo/152765271/prosciutto-culatello-villani-empaque-90-g/152765272,https://www.tottus.com.pe/tottus-pe/articulo/152765271/prosciutto-culatello-villani-empaque-90-g/152765272,CATG10116,Italia,J0501013706,48.5,48.5,48.5,,False,True,PEN,,0,"https://media.tottus.com.pe/tottusPE/43643280_1/width=240,height=240,quality=70,format=webp,fit=pad",2026-05-03 20:31,Por TOTTUS,,False
113713094,113713095,,,Pepperoni Casa Europa Empaque 150 g,CASA EUROPA,Empaque 150 g,https://www.tottus.com.pe/tottus-pe/articulo/113713094/pepperoni-casa-europa-150-g/113713095,https://www.tottus.com.pe/tottus-pe/articulo/113713094/pepperoni-casa-europa-150-g/113713095,CATG10116,Italia,J0501013705,18.9,18.9,18.9,,False,True,PEN,,0,"https://media.tottus.com.pe/tottusPE/41876754_1/width=240,height=240,quality=70,format=webp,fit=pad",2026-05-03 20:31,Por TOTTUS,,False
113712230,113712231,,,Prosciutto de Lomo Casa Europa Empaque 100 g,CASA EUROPA,Empaque 100 g,https://www.tottus.com.pe/tottus-pe/articulo/113712230/prosciutto-de-lomo-casa-europa-100-g/113712231,https://www.tottus.com.pe/tottus-pe/articulo/113712230/prosciutto-de-lomo-casa-europa-100-g/113712231,CATG10116,Italia,J0501013701,18.9,18.9,18.9,,False,True,PEN,,0,"https://media.tottus.com.pe/tottusPE/41545405_1/width=240,height=240,quality=70,format=webp,fit=pad",2026-05-03 20:31,Por TOTTUS,,False
153089442,153089443,,,Prosciutto Villani Pastorello Empaque 70 g,VILLANI,Empaque 70 g,https://www.tottus.com.pe/tottus-pe/articulo/153089442/prosciutto-villani-pastorello-empaque-70-g/153089443,https://www.tottus.com.pe/tottus-pe/articulo/153089442/prosciutto-villani-pastorello-empaque-70-g/153089443,CATG10116,Italia,J0501013706,27.5,27.5,27.5,,False,True,PEN,,0,"https://media.tottus.com.pe/tottusPE/43664465_1/width=240,height=240,quality=70,format=webp,fit=pad",2026-05-03 20:31,Por TOTTUS,,False
144946367,144946368,,,Aperitivo Milanes Skin La Genovesa Empaque 180 g,LA GENOVESA,Empaque 180 g,https://www.tottus.com.pe/tottus-pe/articulo/144946367/APERITIVO%20MILANES%20SKIN%20X%20180G/144946368,https://www.tottus.com.pe/tottus-pe/articulo/144946367/APERITIVO%20MILANES%20SKIN%20X%20180G/144946368,CATG10117,España,J0501013706,23.9,23.9,23.9,,False,True,PEN,,0,"https://media.tottus.com.pe/tottusPE/43548264_1/width=240,height=240,quality=70,format=webp,fit=pad",2026-05-03 20:31,Por TOTTUS,,False
144946239,144946240,,,Aperitivo Palermo Skin La Genovesa Empaque 180 g,LA GENOVESA,Empaque 180 g,https://www.tottus.com.pe/tottus-pe/articulo/144946239/APERITIVO%20PALERMO%20SKIN%20X%20180G/144946240,https://www.tottus.com.pe/tottus-pe/articulo/144946239/APERITIVO%20PALERMO%20SKIN%20X%20180G/144946240,CATG10117,España,J0501013706,23.9,23.9,23.9,,False,True,PEN,,0,"https://media.tottus.com.pe/tottusPE/43548265_1/width=240,height=240,quality=70,format=webp,fit=pad",2026-05-03 20:31,Por TOTTUS,,False
117265371,117265372,,,Chorizo Español Otto Kunz x Kg,OTTO KUNZ,100 g Aprox.,https://www.tottus.com.pe/tottus-pe/articulo/117265371/CHORIZO%20ESPANOL%20OTTO%20KUNZ%20X%20KG/117265372,https://www.tottus.com.pe/tottus-pe/articulo/117265371/CHORIZO%20ESPANOL%20OTTO%20KUNZ%20X%20KG/117265372,CATG10117,España,J0501013705,140.0,140.0,140.0,,False,True,PEN,,0,"https://media.tottus.com.pe/tottusPE/10428548_1/width=240,height=240,quality=70,format=webp,fit=pad",2026-05-03 20:31,Por TOTTUS,,False
144752261,144752262,,,Antipasto Italiano La Genovesa Empaque 200 g,LA GENOVESA,Empaque 200 g,https://www.tottus.com.pe/tottus-pe/articulo/144752261/ANTIPASTO%20ITALIANO%20SKIN%20X%20200G/144752262,https://www.tottus.com.pe/tottus-pe/articulo/144752261/ANTIPASTO%20ITALIANO%20SKIN%20X%20200G/144752262,CATG10117,España,J0501013706,36.5,36.5,36.5,,False,True,PEN,,0,"https://media.tottus.com.pe/tottusPE/43545514_1/width=240,height=240,quality=70,format=webp,fit=pad",2026-05-03 20:31,Por TOTTUS,,False
144752271,144752272,,,Aperitivo Fiorentino La Genovesa Empaque 180 g,LA GENOVESA,Empaque 180 g,https://www.tottus.com.pe/tottus-pe/articulo/144752271/APERITIVO%20FIORENTINO%20SKIN%20X%20180G/144752272,https://www.tottus.com.pe/tottus-pe/articulo/144752271/APERITIVO%20FIORENTINO%20SKIN%20X%20180G/144752272,CATG10117,España,J0501013706,23.9,23.9,23.9,,False,True,PEN,,0,"https://media.tottus.com.pe/tottusPE/43545515_1/width=240,height=240,quality=70,format=webp,fit=pad",2026-05-03 20:31,Por TOTTUS,,False
144752269,144752270,,,Mortadela La Genovesa con Pistachos Empaque 150 g,LA GENOVESA,Empaque 150 g,https://www.tottus.com.pe/tottus-pe/articulo/144752269/MORTADELA%20CON%20PISTACHOS%20SKIN%20X%20150G/144752270,https://www.tottus.com.pe/tottus-pe/articulo/144752269/MORTADELA%20CON%20PISTACHOS%20SKIN%20X%20150G/144752270,CATG10117,España,J0501013706,10.5,10.5,10.5,,False,True,PEN,,0,"https://media.tottus.com.pe/tottusPE/43545505_1/width=240,height=240,quality=70,format=webp,fit=pad",2026-05-03 20:31,Por TOTTUS,,False
144752245,144752246,,,Peperoni La Genovesa Empaque 120 g,LA GENOVESA,Empaque 120 g,https://www.tottus.com.pe/tottus-pe/articulo/144752245/PEPERONI%20SKIN%20X%20120G/144752246,https://www.tottus.com.pe/tottus-pe/articulo/144752245/PEPERONI%20SKIN%20X%20120G/144752246,CATG10117,España,J0501013705,13.5,13.5,13.5,,False,True,PEN,,0,"https://media.tottus.com.pe/tottusPE/43545506_1/width=240,height=240,quality=70,format=webp,fit=pad",2026-05-03 20:31,Por TOTTUS,,False
